MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_isnull,MasVnrArea_isnull,GarageYrBlt_isnull,hasPoolArea,has2ndFlrSF,hasGarageArea,hasTotalBsmtSF,hasFireplaces,Id,SalePrice
20,3,70.0,11553,1,1,1,1,1,0,6,2,1,3,3,5,5,38,38,1,0,7,7,2,188.0,1,3,2,2,3,1,2,673,4,0,378,1051,2,2,1,3,1159,0,0,1159,0,0,1,1,3,1,1,7,4,1,2,4,38.0,1,1,336,3,3,2,466,0,0,0,0,0,0,7,2006,2,3,1,0,0,0,0,1,1,1,539,158000
120,3,53.0,4043,1,0,1,1,1,0,10,2,1,4,3,6,5,33,33,0,0,7,7,1,0.0,1,3,2,3,3,1,4,360,4,0,709,1069,2,2,1,3,1069,0,0,1069,0,0,2,0,2,1,1,4,4,1,2,4,33.0,2,2,440,3,3,2,0,55,0,0,165,0,0,7,2010,2,3,0,0,0,0,0,1,1,1,1422,127500
50,1,70.0,3950,1,0,0,1,1,0,3,0,1,3,1,6,8,83,5,0,0,4,3,1,0.0,1,3,2,2,3,1,3,468,4,0,350,818,2,2,1,3,818,406,0,1224,0,0,1,0,3,1,1,5,4,0,0,2,83.0,1,1,210,3,3,0,0,0,116,0,0,0,0,12,2009,2,3,1,0,0,0,1,1,1,0,1178,115000
160,1,21.0,1680,1,0,1,1,1,0,1,2,1,1,5,5,7,37,37,0,0,10,10,2,268.0,1,3,2,2,3,1,4,231,4,0,399,630,2,2,1,3,630,672,0,1302,0,0,2,1,3,1,1,6,4,0,0,2,37.0,1,1,264,3,3,2,185,0,0,0,0,0,0,2,2009,2,3,0,0,0,0,1,1,1,0,1292,119500
60,3,65.0,7153,1,0,1,1,1,0,11,2,1,3,5,6,5,14,14,0,0,9,8,1,0.0,2,2,4,3,3,1,4,387,4,0,374,761,2,4,1,3,810,793,0,1603,0,0,2,1,3,1,2,7,4,0,0,4,14.0,2,2,484,3,3,2,0,124,0,0,0,0,0,7,2006,2,3,0,0,0,0,1,1,1,0,782,175900
60,3,80.0,10000,1,0,1,1,1,0,15,2,1,3,5,8,5,12,11,0,0,9,8,2,438.0,2,3,4,3,3,1,6,1079,4,0,141,1220,2,4,1,3,1220,870,0,2090,1,0,2,1,3,1,2,8,4,1,3,4,12.0,2,2,556,3,3,2,0,65,0,0,0,0,0,12,2007,2,3,0,0,0,0,1,1,1,1,1448,240000
20,3,110.0,14226,1,0,1,1,0,0,22,2,1,3,3,8,5,1,1,1,0,9,8,2,375.0,2,3,4,3,3,3,5,0,4,0,1935,1935,2,3,1,3,1973,0,0,1973,0,0,2,0,3,1,2,9,4,1,4,4,1.0,3,3,895,3,3,2,315,45,0,0,0,0,0,7,2007,3,4,0,0,0,0,0,1,1,1,775,395000
20,3,70.0,11250,1,1,1,1,1,0,10,2,1,3,3,6,6,29,29,0,0,7,7,1,0.0,2,3,2,3,3,1,4,767,4,0,441,1208,2,2,1,3,1208,0,0,1208,1,0,1,1,3,1,1,6,4,1,3,4,29.0,2,2,546,3,3,2,198,42,0,0,0,0,0,6,2006,2,3,1,0,0,0,0,1,1,1,673,165000
20,3,75.0,10650,1,0,1,1,0,0,15,2,1,3,3,5,6,34,34,0,0,5,6,1,0.0,1,3,2,2,4,3,1,182,5,712,0,894,2,2,1,3,894,0,0,894,1,0,1,0,3,1,1,5,4,0,0,4,34.0,1,1,308,3,3,2,365,0,0,0,0,0,0,2,2010,2,3,0,0,0,0,0,1,1,0,234,128200
80,3,70.0,12800,1,0,2,1,1,1,11,2,1,3,4,7,5,20,20,0,0,3,2,2,145.0,2,3,4,3,3,4,6,1518,4,0,0,1518,2,3,1,3,1644,0,0,1644,1,1,2,0,2,1,2,5,4,1,3,4,20.0,3,2,569,3,3,2,80,0,0,0,396,0,0,8,2009,2,3,1,0,0,0,0,1,1,1,427,275000
20,3,79.0,9416,1,0,1,1,1,0,19,2,1,3,3,7,5,0,0,1,0,10,10,4,205.0,3,3,4,4,3,1,6,1126,4,0,600,1726,2,4,1,3,1726,0,0,1726,1,0,2,0,3,1,3,8,4,1,4,4,0.0,3,3,786,3,3,2,171,138,0,0,266,0,0,9,2007,3,4,0,0,0,0,0,1,1,1,197,311872
60,3,86.0,14598,1,1,1,1,3,0,19,1,1,3,5,6,5,1,1,0,0,9,8,4,74.0,2,3,4,3,3,2,5,0,4,0,894,894,2,4,1,3,894,1039,0,1933,0,0,2,1,4,1,2,9,4,1,4,5,1.0,3,3,668,3,3,2,100,18,0,0,0,0,0,1,2008,2,3,0,0,0,0,1,1,1,1,1227,214000
120,1,32.0,4500,1,0,1,1,2,0,9,2,1,4,3,6,5,8,8,1,0,9,8,2,443.0,1,2,4,4,4,1,6,1201,4,0,36,1237,2,4,1,3,1337,0,0,1337,1,0,2,0,2,1,1,5,4,0,0,4,8.0,3,2,405,3,3,2,0,199,0,0,0,0,0,3,2006,2,3,0,0,0,0,0,1,1,0,82,153500
120,1,70.0,4435,1,0,1,1,1,0,15,2,1,4,3,6,5,6,5,0,0,9,8,2,170.0,2,3,4,3,3,3,6,685,4,0,163,848,2,4,1,3,848,0,0,848,1,0,1,0,1,1,2,4,4,0,0,4,6.0,3,2,420,3,3,2,140,0,0,0,0,0,0,6,2009,2,3,1,0,0,0,0,1,1,0,1369,144000
20,3,60.0,10434,1,0,1,1,1,0,8,2,1,3,3,4,5,54,54,0,0,7,7,1,0.0,1,3,2,2,3,1,5,0,4,0,1005,1005,2,2,1,3,1005,0,0,1005,0,0,1,0,2,1,0,5,4,1,3,2,32.0,1,2,672,1,1,2,0,0,0,0,0,0,0,11,2009,2,3,0,0,0,0,0,1,1,1,1126,115000
80,3,70.0,7750,1,1,1,1,1,0,13,2,1,3,4,7,5,10,10,0,0,9,8,1,0.0,1,3,4,3,3,1,6,250,4,0,134,384,2,4,1,3,774,656,0,1430,0,0,2,1,3,1,1,7,4,1,3,5,10.0,3,2,400,3,3,2,180,0,0,0,0,0,0,4,2010,2,3,1,0,0,0,1,1,1,1,112,180000
20,3,107.0,13891,1,0,1,1,1,0,22,2,1,3,3,10,5,0,0,0,0,9,8,3,0.0,3,3,4,4,4,4,6,1386,4,0,690,2076,2,4,1,3,2076,0,0,2076,1,0,2,1,2,1,3,7,4,1,4,4,0.0,3,3,850,3,3,2,216,229,0,0,0,0,0,9,2006,3,4,0,1,0,0,0,1,1,1,1244,465000
120,3,41.0,5395,1,1,3,1,1,0,20,2,1,4,3,8,5,15,15,0,0,5,6,1,0.0,2,3,4,3,3,1,6,733,4,0,604,1337,2,3,1,3,1337,0,0,1337,1,0,2,0,2,1,2,5,4,1,3,4,15.0,2,2,462,3,3,2,96,0,70,168,0,0,0,10,2008,2,3,0,0,0,0,0,1,1,1,745,180000
60,3,75.0,9675,1,0,1,1,1,0,19,2,1,3,5,7,5,4,4,0,0,9,8,1,0.0,2,3,4,3,3,2,6,341,4,0,772,1113,2,4,1,3,1113,858,0,1971,0,0,2,1,3,1,2,8,4,1,4,4,4.0,2,2,689,3,3,2,0,48,0,0,0,0,0,2,2009,2,3,0,0,0,0,1,1,1,1,938,253000
160,1,36.0,2592,1,0,1,1,1,0,0,2,1,4,5,5,3,34,34,0,0,10,10,1,0.0,1,3,2,3,3,1,3,129,1,232,175,536,2,2,1,3,536,576,0,1112,0,0,1,1,3,1,1,4,4,0,0,4,34.0,1,1,336,3,3,2,182,0,0,0,0,0,0,4,2010,2,3,0,0,0,0,1,1,1,0,345,85000
90,3,70.0,9842,1,0,1,1,2,0,8,2,1,2,3,4,5,45,45,0,0,5,6,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,2,2,1,3,1224,0,0,1224,0,0,2,0,2,2,1,6,4,0,0,1,45.0,1,2,462,3,3,2,0,0,0,0,0,0,0,3,2007,2,3,0,0,0,0,0,1,0,0,1233,101800
20,3,70.0,8750,1,1,1,1,1,0,8,2,1,3,3,5,6,39,39,0,0,4,3,2,76.0,1,3,2,2,3,1,2,828,4,0,174,1002,2,2,1,3,1002,0,0,1002,1,0,1,0,3,1,1,5,4,0,0,2,36.0,1,2,902,3,3,2,0,0,0,0,0,0,0,8,2009,2,3,1,0,0,0,0,1,1,0,866,148500
160,1,24.0,2522,1,0,1,1,1,0,5,2,1,1,5,7,5,2,2,0,0,9,8,4,50.0,2,3,4,3,3,1,5,0,4,0,970,970,2,4,1,3,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,0,2,2.0,1,2,380,3,3,2,0,40,0,0,0,0,0,4,2006,2,3,0,0,0,0,1,1,1,0,1089,137500
120,3,68.0,7820,1,1,1,1,1,0,22,2,1,4,3,9,5,0,0,1,0,4,3,2,362.0,3,3,4,4,3,1,5,0,4,0,1869,1869,2,4,1,3,1869,0,0,1869,0,0,2,0,2,1,3,6,4,1,4,4,0.0,2,2,617,3,3,2,210,54,0,0,0,0,0,12,2007,3,4,0,0,0,0,0,1,1,1,351,318061
20,3,65.0,25095,1,1,2,1,1,2,16,2,1,3,3,5,8,41,6,2,1,3,2,1,0.0,1,3,2,2,3,4,6,1324,4,0,113,1437,2,4,1,3,1473,0,0,1473,2,0,1,0,1,1,3,5,4,2,4,4,41.0,1,1,452,3,3,2,0,48,0,0,60,0,0,6,2009,2,4,0,0,0,0,0,1,1,1,589,143000
50,3,60.0,10930,1,0,0,1,1,0,8,0,1,3,1,5,6,63,58,0,0,4,3,1,0.0,1,3,2,2,3,1,2,580,4,0,333,913,2,2,1,2,1048,510,0,1558,1,0,1,1,3,1,1,6,4,1,3,4,46.0,1,1,288,3,3,2,0,0,0,0,0,0,0,4,2008,2,3,0,0,0,0,1,1,1,1,1428,140000
60,3,65.0,14006,1,1,1,1,1,0,15,2,1,3,5,7,5,4,4,0,0,9,8,2,144.0,2,3,4,3,3,0,5,0,4,0,936,936,2,4,1,3,936,840,0,1776,0,0,2,1,3,1,2,7,4,1,3,4,4.0,2,2,474,3,3,2,144,96,0,0,0,0,0,2,2006,2,3,0,0,0,0,1,1,1,1,949,192500
180,1,21.0,1533,1,0,1,1,1,0,0,2,1,1,2,5,7,36,36,0,0,10,10,1,0.0,1,3,2,3,3,3,6,553,4,0,77,630,2,4,1,3,630,0,0,630,1,0,1,0,1,1,3,3,4,0,0,0,26.0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2006,2,0,0,0,1,0,0,0,1,0,1450,92000
60,4,65.0,8125,1,0,1,1,1,0,19,2,1,3,5,7,5,0,0,0,0,9,8,1,0.0,2,3,4,3,4,1,5,0,4,0,770,770,2,4,1,3,778,798,0,1576,0,0,2,1,3,1,2,6,4,0,0,4,0.0,2,2,614,3,3,2,0,50,0,0,0,0,0,8,2006,3,4,0,0,0,0,1,1,1,0,990,197000
30,3,52.0,9022,1,0,1,1,1,0,3,2,1,3,3,5,8,85,3,0,0,9,8,1,0.0,2,3,1,2,3,1,5,0,4,0,768,768,2,4,1,3,792,0,0,792,0,0,1,0,2,1,2,5,4,0,0,2,85.0,1,1,240,1,1,0,316,0,120,0,0,0,0,5,2009,2,3,0,0,0,0,0,1,1,0,678,109500
20,3,79.0,10637,1,0,1,1,1,0,15,2,1,3,3,8,5,2,1,1,0,9,8,4,336.0,2,3,4,4,3,4,6,1288,4,0,417,1705,2,4,1,3,1718,0,0,1718,1,0,2,0,3,1,2,7,4,1,4,4,2.0,2,3,826,3,3,2,208,44,0,0,0,0,0,9,2009,2,3,0,0,0,0,0,1,1,1,479,297000
20,3,70.0,9156,1,1,1,1,1,0,14,5,1,3,3,6,7,41,41,1,0,8,9,1,0.0,1,3,2,2,3,1,5,0,4,0,1489,1489,2,3,1,3,1489,0,0,1489,0,0,2,0,3,1,2,7,4,1,4,4,41.0,2,2,462,3,3,2,0,0,0,0,0,0,0,8,2009,2,3,1,0,0,0,0,1,1,1,1272,185750
60,3,79.0,12420,1,0,1,1,1,0,15,2,1,3,5,7,5,8,8,0,0,9,8,1,0.0,2,3,4,3,3,1,6,666,4,0,278,944,2,4,1,3,944,896,0,1840,1,0,2,1,3,1,2,6,4,0,0,4,8.0,2,2,622,3,3,2,0,45,0,0,0,0,0,6,2009,2,3,0,0,0,0,1,1,1,0,1411,230000
30,1,50.0,5925,1,0,0,1,1,0,3,2,1,3,3,4,7,70,7,1,0,6,5,0,435.0,1,3,1,1,3,1,3,168,4,0,739,907,2,2,1,3,1131,0,0,1131,0,0,1,0,2,1,1,7,4,0,0,2,12.0,1,2,672,3,3,2,0,72,0,0,0,0,0,3,2007,2,1,0,0,0,0,0,1,1,0,480,89471
20,3,124.0,16158,1,1,2,1,1,1,20,2,1,3,3,7,5,4,4,1,0,9,8,4,16.0,2,3,4,4,3,3,4,1274,4,0,256,1530,2,4,1,3,1530,0,0,1530,1,0,2,0,3,1,2,7,4,1,4,4,4.0,3,2,430,3,3,2,168,36,0,0,0,0,0,6,2009,2,3,0,0,0,0,0,1,1,1,1362,260000
